"송신 서버 번호","데이터 번호","패킷 사이즈","데이터 사이즈","패킷 구분 명","패킷 명","패킷 길이","패킷 단위","패킷 범주","설명","정렬 순서","공개 구분 명"
"17","1","87","64","테일","안정기고장","1","","0(정상)/1(고장)","안정기 고장 여부","270","개방"
"19","1","63","43","테일","이산화탄소","5","ppm","00000 ~ 99999","이산화탄소","80","개방"
"24","2","106","92","헤더","제조사","2","정수","00 ~ 99","제조사","20","개방"
"24","2","106","92","테일","모드 정보","1","정수","0 ~ 9","모드 정보 ex) 1: INFO 3:WARN","60","개방"
"24","3","206","192","테일","위성 정보의 상태","8","정수","0 ~ 0xFFFFFFFF","위성 정보의 상태(SubFrame123)","160","개방"
"30","1","202","184","테일","초미세먼지 보정","4","㎍/㎥","0~1500","초미세먼지 국가 관측망 기준 보정 데이터","210","개방"
"30","1","202","184","테일","암모니아","7","ppm","0~100000 ","2분 평균 암모니아","270","개방"
"31","1","56","38","테일","미세먼지","1","","0~1","센서 상태 코드 : 1정상. 0비정상","40","개방"
"36","1","87","64","테일","지역ID","1","","0~G","전국 지역구분값","50","개방"
"36","1","87","64","테일","점소등상태","1","","0(소등)/1(점등)","점소등상태","290","개방"
"16","1","59","36","헤더","모델명","11","","","모델명","1","개방"
"16","1","59","36","헤더","시리얼","12","","","시러얼","2","개방"
"16","1","59","36","테일","온도","6","℃","-30 ~ 50","10분당 온도체크값(평균)","3","개방"
"16","1","59","36","테일","습도","6","%","-30 ~ 50","10분당 습도체크값(평균)","4","개방"
"16","1","59","36","테일","PM2.5","6","㎍/m³","0~1000","10분당 초미세먼지체크값(평균)","5","개방"
"16","1","59","36","테일","PM10","6","㎍/m³","0~1000","10분당 미세먼지체크값(평균)","6","개방"
"16","1","59","36","테일","TVOCS","6","ppb","0 ~ 60000","10분당 TVOCs체크값(평균)","7","개방"
"16","1","59","36","테일","CO2EQ","6","ppm","0 ~ 10000","10분당 CO2eq체크값(평균)","8","개방"
"15","1","69","48","테일","패드 이상","1","","정상 : 0 비정상(오류) : 1","","19","개방"
"15","1","69","48","테일","패드 이상","1","","정상 : 0 비정상(오류) : 1","","190","개방"
"17","1","87","64","테일","깜빡거림","1","","0(정상)/1(고장)","깜빡거림 여부","280","개방"
"20","1","125","115","테일","시동 ON 누적거리","9","Km","0000000.0~9999999.9","시동 on 시 차량 누적 거리","60","개방"
"30","1","202","184","테일","돌풍 풍향","4","°","0~360","2분 돌풍 풍향(시계방향)","90","개방"
"31","1","56","38","테일","기온","1","℃","0~1","센서 상태 코드 : 1정상. 0비정상","50","개방"
"31","1","56","38","테일","진동(x) 최대","1","","0~1","센서 상태 코드 : 1정상. 0비정상","170","개방"
"36","1","87","64","테일","디밍값 1","3","%","0~100","디밍값 1","150","개방"
"24","2","106","92","테일","온도","5","℃","온도부호 1자리 0/1 정수 3자리 000~999 소수 1자리 0~9","현재 온도 ex) 10275 -&gt; 27.5℃","90","개방"
"24","3","206","192","테일","위성 정보의 상태","8","정수","0 ~ 0xFFFFFFFF","위성 정보의 상태(SubFrame45)","170","개방"
"30","1","202","184","테일","미세먼지","4","㎍/㎥","0~1500","2분 평균 미세먼지","40","개방"
"30","1","202","184","테일","이산화질소","7","ppm","0~2000 ","2분 평균 이산화질소","250","개방"
"30","1","202","184","테일","황화수소","7","ppm","0~100000 ","2분 평균 황화수소","280","개방"
"31","1","56","38","테일","상대습도","1","%","0~1","센서 상태 코드 : 1정상. 0비정상","60","개방"
"32","1","64","53","헤더","시리얼","4","","1001~9999","시리얼","20","개방"
"34","1","87","64","테일"," 소등편차","3","분","-79~+79","소등편차","70","개방"
"34","1","87","64","테일","안정기고장","1","","0(정상)/1(고장)","안정기고장","270","개방"
"36","1","87","64","테일","심야소등해제시간","2","시","00~23","심야소등해제시간","100","개방"
"36","1","87","64","테일","디밍시 2","2","시","XX00~23","디밍시 2","160","개방"
"37","1","55","23","헤더","모델명","16","","","모델명","10","내부"
"37","1","55","23","헤더","시리얼","16","","","시리얼","20","내부"
"39","1","19","8","테일","주차유무(0 - Empty 1 - 주차중)","2","P","0 ~ 1","주차유무","30","개방"
"22","1","60","30","헤더","시리얼","15","","","111467101302","20","개방"
"22","1","60","30","테일","데이터요청일시","20","","","YYYYMMDDHH24","30","개방"
"24","2","106","92","테일"," 습도","4","%","정수 2자리 소수 2자리","현재 습도 ex) 2203 -&gt; 22.03%","100","개방"
"24","3","206","192","테일","위성 정보의 상태","8","정수","0 ~ 0xFFFFFFFF","위성 정보의 상태(SubFrame5 사용하지 않음)","180","개방"
"24","3","206","192","테일","시간","6","정수","HHmmss","시간 정보 ex) 155715","220","개방"
"30","1","202","184","테일","상대습도","3","%","0~100","2분 평균 상대습도","60","개방"
"30","1","202","184","테일","진동(z) 최대","7","g","0.00~16.00","2분 최대 진동(z)","190","개방"
"34","1","87","64","테일","깜빡거림","1","","0(정상)/1(고장)","깜빡거림","280","개방"
"35","1","43","6","테일","미세먼지 ","3","㎍/㎥","0~","미세먼지","30","개방"
"36","1","87","64","테일","심야소등해제분","2","분","00~59","심야소등해제분","110","개방"
"36","1","87","64","테일","심야소등적용기간","8","월일월일","01010101~12311231","심야소등적용기간","120","개방"
"36","1","87","64","테일","디밍분 1","2","시","00~59","디밍분 1","140","개방"
"36","1","87","64","테일","디밍분 2","2","시","00~59","디밍분 2","170","개방"
"36","1","87","64","테일","디밍값 2","3","%","0~100","디밍값 2","180","개방"
"36","1","87","64","테일","디밍시 3","2","시","XX00~23","디밍시 3","190","개방"
"36","1","87","64","테일","디밍분 3","2","시","00~59","디밍분 3","200","개방"
"36","1","87","64","테일","디밍값 3","3","%","0~100","디밍값 3","210","개방"
"36","1","87","64","테일","현재디밍값","3","%","0~100","현재디밍값","220","개방"
"36","1","87","64","테일","현재전력값","5","W","0~65536","현재전력값","230","개방"
"36","1","87","64","테일","램프고장","1","","0(정상)/1(고장)","램프고장","240","개방"
"36","1","87","64","테일","이상점등","1","","0(정상)/1(고장)","이상점등","250","개방"
"36","1","87","64","테일","누전발생","1","","0(정상)/1(고장)","누전발생","260","개방"
"36","1","87","64","테일","안정기고장","1","","0(정상)/1(고장)","안정기고장","270","개방"
"36","1","87","64","테일","깜빡거림","1","","0(정상)/1(고장)","깜빡거림","280","개방"
"38","1","55","23","테일","경도","10","","126.XXXXXX","경도","40","개방"
"38","1","55","23","테일","불량 여부(0 1)","1","","0 1","불량 여부","60","개방"
"20","1","125","115","테일","시동OFF 시각","19","","9999-99-99 24:59:59","주행종료를 위한 시동OFF시각","70","개방"
"24","1","19","5","테일","배터리 잔량","2","%","10~99","배터리 잔량","70","개방"
"24","2","106","92","테일","상태 측정간격","6","시간(초)","000000 ~ 999999","상태 측정간격 ex) 003600(1시간)","190","개방"
"24","3","206","192","테일","단말 FPGA 버전 정보","6","정수","0 ~ 0xFFFF","단말 FPGA 버전 정보","240","개방"
"74","1","56","38","헤더","모델명","7","","SDOT001","모델명","10","개방"
"74","1","56","38","테일","미세먼지2.5(초미세먼지)","1","","0~1","센서 상태 코드 : 1정상. 0비정상","30","개방"
"74","1","56","38","테일","상대습도","1","","0~1","센서 상태 코드 : 1정상. 0비정상","60","개방"
"74","1","56","38","테일","풍속","1","","0~1","센서 상태 코드 : 1정상. 0비정상","80","개방"
"74","1","56","38","테일","돌풍 풍향","1","","0~1","센서 상태 코드 : 1정상. 0비정상","90","개방"
"74","1","56","38","테일","조도","1","","0~1","센서 상태 코드 : 1정상. 0비정상","110","개방"
"74","1","56","38","테일","자외선","1","","0~1","센서 상태 코드 : 1정상. 0비정상","120","개방"
"74","1","56","38","테일","소음","1","","0~1","센서 상태 코드 : 1정상. 0비정상","130","개방"
"74","1","56","38","테일","진동(x)","1","","0~1","센서 상태 코드 : 1정상. 0비정상","140","개방"
"74","1","56","38","테일","진동(y)","1","","0~1","센서 상태 코드 : 1정상. 0비정상","150","개방"
"74","1","56","38","테일","진동(z)","1","","0~1","센서 상태 코드 : 1정상. 0비정상","160","개방"
"74","1","56","38","테일","진동(y) 최대","1","","0~1","센서 상태 코드 : 1정상. 0비정상","180","개방"
"74","1","56","38","테일","진동(z) 최대","1","","0~1","센서 상태 코드 : 1정상. 0비정상","190","개방"
"74","1","56","38","테일","흑구 온도","1","","0~1","센서 상태 코드 : 1정상. 0비정상","200","개방"
"74","1","56","38","테일","일산화탄소","1","","0~1","센서 상태 코드 : 1정상. 0비정상","220","개방"
"74","1","56","38","테일","이산화황","1","","0~1","센서 상태 코드 : 1정상. 0비정상","240","개방"
"74","1","56","38","테일","황화수소","1","","0~1","센서 상태 코드 : 1정상. 0비정상","260","개방"
"74","1","56","38","테일","오존","1","","0~1","센서 상태 코드 : 1정상. 0비정상","270","개방"
"74","1","56","38","테일","위도","1","","0~1","센서 상태 코드 : 1정상. 0비정상","280","개방"
"74","1","56","38","테일","경도","1","","0~1","센서 상태 코드 : 1정상. 0비정상","290","개방"
"29","1","24","11","테일","알람상태 (0-정상1-관심2-확인3-위험)","1","","0 ~ 3","0-정상1-관심2-확인3-위험","70","개방"
"30","1","202","184","테일","조도","6","lux","0~120000","2분 평균 조도","110","개방"
"30","1","202","184","테일","이산화황","7","ppm","0~2000 ","2분 평균 이산화황","260","개방"
"30","1","202","184","테일","경도","9","도","경도","이동형 측정기의 경도도","310","내부"
"32","1","64","53","테일","서버타입","10","","Original","Original","30","개방"
"32","1","64","53","테일","방문자수","10","명","0~9999999999","0000001287","70","개방"
"34","1","87","64","테일","심야소등해제분","2","분","00~59","심야소등해제분","110","개방"
"34","1","87","64","테일","수동/강제상태","1","","0(수동)/1(강제)/2(일반)","수동/강제상태","300","개방"
"35","1","43","6","헤더","모델명","20","","","모델명","10","개방"
"35","1","43","6","헤더","시리얼","17","","","시리얼","20","개방"
"36","1","87","64","테일","접속간격","3","분","060~240","접속간격","30","개방"
"36","1","87","64","테일","수동유지","2","분","00~30","수동유지시간","40","개방"
"36","1","87","64","테일"," 점등편차","3","분","-79~+79","점등편차","60","개방"
"36","1","87","64","테일"," 소등편차","3","분","-79~+79","소등편차","70","개방"
"36","1","87","64","테일","심야소등시작시간","2","시","XX00~23","심야소등시작시간","80","개방"
"36","1","87","64","테일","심야소등시작분","2","분","00~59","심야소등시작분","90","개방"
"39","1","19","8","헤더","시리얼","6","","","시리얼","20","개방"
"15","1","69","48","테일","전송시간","19","","9999-99-99 12-12:59","","200","개방"
"22","1","60","30","테일","고유장치수","10","개","","해당 센싱 지역에서 감지 된 고유 장치의 수","40","개방"
"24","2","106","92","헤더","IOT 장비 분류","2","정수","00 ~ 99","IOT 장비 분류","10","개방"
"15","1","69","48","헤더","설치기기별 시리얼(고유번호)","11","","문자열","L.SEND 일련번호(1804TBXXXXX XXXXX는 가변숫자)","2","개방"
"15","1","69","48","테일","고전압 회로 오류 ","1","","정상 : 0 비정상(오류) : 1","","3","개방"
"15","1","69","48","테일","임피던스 회로 오류","1","","정상 : 0 비정상(오류) : 1","","5","개방"
"24","2","106","92","테일","일산화탄소","6","ppm","정수 4자리 소수 2자리","일산화탄소","110","개방"
"24","3","206","192","헤더","프로토콜 관리","4","정수","0001 ~ 9999","프로토콜 관리(버전 정보)","30","개방"
"24","3","206","192","테일","송출 하는 위성 개수","2","정수","0 ~ 32","송출 하는 위성 개수","190","개방"
"30","1","202","184","헤더","시리얼","11","","","시리얼","20","개방"
"30","1","202","184","테일","풍향","4","°","0~360","2분 평균 풍향(시계방향)","70","개방"
"30","1","202","184","테일","풍속","7","m/s","0.0~100.0","2분 평균 풍속","80","개방"
"30","1","202","184","테일","소음","2","dB ","35~85","2분 평균 소음","130","개방"
"30","1","202","184","테일","진동(x)","7","g","0.00~16.00","2분 평균 진동(x)","140","개방"
"30","1","202","184","테일","미세먼지 보정","4","㎍/㎥","0~1500","미세먼지 국가 관측망 기준 보정 데이터","220","개방"
"30","1","202","184","테일","위도","9","도","위도","이동형 측정기의 위도","300","내부"
"32","1","64","53","테일","날짜","12","","%Y%M%D%H%I","201912130109","80","개방"
"34","1","87","64","헤더","시리얼","15","","","시리얼","20","개방"
"34","1","87","64","테일","접속간격","3","분","060~240","접속간격","30","개방"
"34","1","87","64","테일","수동유지","2","분","00~30","수동유지시간","40","개방"
"34","1","87","64","테일","지역ID","1","","0~G","전국 지역구분값","50","개방"
"34","1","87","64","테일"," 점등편차","3","분","-79~+79","점등편차","60","개방"
"34","1","87","64","테일","심야소등적용기간","8","월일월일","01010101~12311231","심야소등적용기간","120","개방"
"34","1","87","64","테일","디밍시 1","2","시","XX00~23","디밍시 1","130","개방"
"34","1","87","64","테일","디밍값 1","3","%","0~100","디밍값 1","150","개방"
"34","1","87","64","테일","디밍시 2","2","시","XX00~23","디밍시 2","160","개방"
"34","1","87","64","테일","디밍분 2","2","시","00~59","디밍분 2","170","개방"
"34","1","87","64","테일","디밍값 2","3","%","0~100","디밍값 2","180","개방"
"34","1","87","64","테일","디밍시 3","2","시","XX00~23","디밍시 3","190","개방"
"34","1","87","64","테일","디밍값 3","3","%","0~100","디밍값 3","210","개방"
"34","1","87","64","테일","현재디밍값","3","%","0~100","현재디밍값","220","개방"
"34","1","87","64","테일","현재전력값","5","W","0~65536","현재전력값","230","개방"
"34","1","87","64","테일","램프고장","1","","0(정상)/1(고장)","램프고장","240","개방"
"34","1","87","64","테일","이상점등","1","","0(정상)/1(고장)","이상점등","250","개방"
"15","1","69","48","테일","온도","6","℃","","영하일 경우 상태값에 0도 이하 이벤트 발생이라고 메시지 출력됨","21","개방"
"15","1","69","48","테일","습도","6","%","","","22","개방"
"19","1","63","43","테일","초미세먼지","5","㎍/㎥","00000 ~ 99999","초미세먼지","60","개방"
"20","1","125","115","테일","시동 OFF 누적거리","9","Km","0000000.0~9999999.9","시동 off 시 차량 누적 거리","80","개방"
"20","1","125","115","테일","안전운전지수","3","","000~100","안전 운행 지수","90","개방"
"22","2","90","60","헤더","모델명","15","","","AirGuard-K","10","개방"
"22","2","90","60","헤더","시리얼","15","","","V01G1613537","20","개방"
"24","2","106","92","헤더","프로토콜 관리","4","정수","0001 ~ 9999","프로토콜 관리(버전 정보)","30","개방"
"24","3","206","192","헤더","기기ID","6","정수","000000 ~ 999999","기기ID(고유번호)","40","개방"
"24","3","206","192","테일","단말의 부팅 상태","2","정수","0 ~ 20","단말의 부팅 상태(디버깅용 사용하지 않음)","150","개방"
"30","1","202","184","테일","초미세먼지","4","㎍/㎥","0~1500","2분 평균 초미세먼지","30","개방"
"30","1","202","184","테일","자외선","7","UVI","0.0~16.0","2분 평균 자외선","120","개방"
"30","1","202","184","테일","진동(y)","7","g","0.00~16.00","2분 평균 진동(y)","150","개방"
"30","1","202","184","테일","진동(z)","7","g","0.00~16.00","2분 평균 진동(z)","160","개방"
"30","1","202","184","테일","진동(x) 최대","7","g","0.00~16.00","2분 최대 진동(x)","170","개방"
"30","1","202","184","테일","진동(y) 최대","7","g","0.00~16.00","2분 최대 진동(y)","180","개방"
"30","1","202","184","테일","측정시간","12","","%Y%M%D%H%I","년월일시분","230","개방"
"30","1","202","184","테일","일산화탄소","7","ppm","0~12500 ","2분 평균 일산화탄소","240","개방"
"31","1","56","38","테일","초미세먼지","1","㎍/㎥","0~1","센서 상태 코드 : 1정상. 0비정상","30","개방"
"31","1","56","38","테일","돌풍 풍속","1","m/s","0~1","센서 상태 코드 : 1정상. 0비정상","100","개방"
"31","1","56","38","테일","조도","1","lux","0~1","센서 상태 코드 : 1정상. 0비정상","110","개방"
"31","1","56","38","테일","소음","1","㏈","0~1","센서 상태 코드 : 1정상. 0비정상","130","개방"
"31","1","56","38","테일","진동(x)","1","g","0~1","센서 상태 코드 : 1정상. 0비정상","140","개방"
"31","1","56","38","테일","진동(y)","1","g","0~1","센서 상태 코드 : 1정상. 0비정상","150","개방"
"31","1","56","38","테일","진동(z)","1","g","0~1","센서 상태 코드 : 1정상. 0비정상","160","개방"
"31","1","56","38","테일","진동(z) 최대","1","","0~1","센서 상태 코드 : 1정상. 0비정상","190","개방"
"31","1","56","38","테일","흑구 온도","1","℃","0~1","센서 상태 코드 : 1정상. 0비정상","200","개방"
"32","1","64","53","헤더","모델명","7","","SDOT001","모델명","10","개방"
"32","1","64","53","테일","사이트명","10","","","예시:구로시장패킷 길이에서 비어있는 자리수는 *로 대체함","40","개방"
"32","1","64","53","테일","지역명","10","","","예시:구로4동*예시:송학동**패킷 길이에서 비어있는 자리수는 *로 대체함","50","개방"
"34","1","87","64","테일","누전발생","1","","0(정상)/1(고장)","누전발생","260","개방"
"15","1","69","48","테일","온도","6","℃","","영하일 경우 상태값에 0도 이하 이벤트 발생이라고 메시지 출력됨","210","개방"
"20","1","125","115","테일","급감속횟수","4","","0000~9999","주행 중 급감속 횟수","110","개방"
"20","1","125","115","테일","과속지수","3","","000~100","120km 이상 주행시 표출되는 과속지수","120","개방"
"20","1","125","115","테일","연료분사량","7","밀리리터(mL)","00000.0~99999.9","연료분사량","130","개방"
"20","1","125","115","테일","운행시간","6","초(SEC)","00000.0~99999.9","운행 시간(시동 ON~ 시동 OFF)","140","개방"
"22","2","90","60","테일","데이터관측일시","20","","","YYYYMMDDHH24MI","30","개방"
"22","2","90","60","테일","온도","5","","","값 / 10 - 100 = ℃","40","개방"
"22","2","90","60","테일","미세먼지","5","㎍/㎥","","","60","개방"
"24","1","19","5","헤더","IOT 장비 분류","2","","","IOT 장비 분류","10","개방"
"24","1","19","5","헤더","제조사","2","","","제조사","20","개방"
